status_id,status_message,link_name,status_type,status_link,status_time,num_likes,num_comments,num_shares
15087023444_10154656907798445,"b'The bond between players should exist between people. Thank you, New Orleans. #EQUALITY #Nike'",b'EQUALITY',video,https://www.facebook.com/nike/videos/10154656907798445/,2017-02-21 17:48:37,0,154,275
15087023444_10154639895598445,b'We step onto the court as equals. Judged only by our performance. New Orleans sets the stage for All Star Weekend Nike Basketball. #EQUALITY #nike',b'EQUALITY',video,https://www.facebook.com/nike/videos/10154639895598445/,2017-02-16 14:30:52,0,137,226
15087023444_10154616664668445,"b'Is this the land history promised? \nThis field of play.\nWhere the dream of fairness and mutual respect lives on. \nWhere you are defined by actions, not your looks and beliefs.  \nFor too long these ideals have taken refuge inside these lines.  \nEquality should have no boundaries. \nThe bond between players should exist between people. \nOpportunity should be indiscriminate.\nWorth should outshine color.\nThe ball should bounce the same for everyone.\nIf we can be equals here, we can be equals everywhere.\n\n#EQUALITY #nike'",b'EQUALITY',video,https://www.facebook.com/nike/videos/10154616664668445/,2017-02-12 11:57:49,0,2182,29665
15087023444_10154617368533445,,"b""Nike's cover photo""",photo,https://www.facebook.com/nike/photos/a.10150558176313445.388217.15087023444/10154617368398445/?type=3,2017-02-12 11:46:13,0,242,215
15087023444_10154617368018445,,b'Nike',photo,https://www.facebook.com/nike/photos/a.422513558444.226868.15087023444/10154617367773445/?type=3,2017-02-12 11:45:53,0,187,137
15087023444_10154574935893445,b'Everyone loves an underdog. Roger Federer #justdoit',b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10154574935893445/?type=3,2017-01-29 07:19:07,0,1085,5651
15087023444_10154573837458445,b'Everyone loves an underdog. #justdoit',b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10154573837458445/?type=3,2017-01-28 17:07:48,0,377,2240
15087023444_10154493355738445,b'Watch what happens to Kevin Hart when he answers YES every day to the question \xe2\x80\x9cAre We Running Today?\xe2\x80\x9d http://gonike.me/AWRT2017 #JustDoIt',b'The Man Who Kept Running feat. Kevin Hart',video,https://www.facebook.com/nike/videos/10154493355738445/,2017-01-03 14:59:58,0,491,750
15087023444_10154466096333445,,b'Nike Basketball',video,https://www.facebook.com/nikebasketball/videos/10154237673146309/,2016-12-25 12:27:09,0,274,1
15087023444_10154383909388445,"b'ACG means all conditions gear. And all conditions means all conditions.\n\nThe new #nikelab ACG collection, designed in collaboration with Errolson Hugh is now available at nike.com/nikelab'",b'NikeLab ACG: Move. Adapt. Protect.',video,https://www.facebook.com/nike/videos/10154383909388445/,2016-12-02 12:01:15,0,439,586
15087023444_10154381480348445,b'The future isn\xe2\x80\x99t tomorrow. It\xe2\x80\x99s today.\n \nInnovators Tinker Hatfield and Tiffany Beers give you a hands-on look at the auto-lacing Nike HyperAdapt 1.0. Discover more at nike.com/hyperadapt #hyperadapt',b'Nike HyperAdapt 1.0',video,https://www.facebook.com/nike/videos/10154381480348445/,2016-12-01 17:36:13,0,1534,5981
15087023444_10154337232533445,"b'Finding peace through pace, Jun Takahashi fuses form and function with the #NikeLab Gyakusou running collection. \n\nWatch the full film and explore more at nike.com/nikelab'",b'NikeLab Gyakusou: Running In Reverse',video,https://www.facebook.com/nike/videos/10154337232533445/,2016-11-15 20:42:35,0,318,315
15087023444_10154309300218445,b'Shaping the game.\nDive into Chi-City\xe2\x80\x99s rich street ball heritage in the #AJXXXI Chicago Defy City film by Jordan.',b'#AJXXXI Chicago Defy City',video,https://www.facebook.com/nike/videos/10154309300218445/,2016-11-07 11:23:09,0,279,722
15087023444_10154308938903445,b'A new culture of FORCE ComplexCon. #af1',b'ComplexCon',video,https://www.facebook.com/nike/videos/10154308938903445/,2016-11-06 23:53:55,0,171,773
15087023444_10154297177143445,"b""It's been a long time...but the Chicago Cubs made Someday today.""",b'Chicago Cubs: Someday',video,https://www.facebook.com/nike/videos/10154297177143445/,2016-11-03 00:00:43,0,1002,16881
15087023444_10154272046723445,"b""Your circumstances don't determine your outcome. Come out of nowhere like LeBron James. #NikeBasketball #LeBronJames""",b'Come out of nowhere.',video,https://www.facebook.com/nike/videos/10154272046723445/,2016-10-25 14:01:50,0,3882,50553
15087023444_10154249722678445,b'\xe2\x9a\xbd\xe2\x9c\x96\xf0\x9f\x8f\x80\nBrilliance collides in Barcelona.\nJordan makes its Camp Nou debut tomorrow at the feet of Neymar Jr.. #Hypervenom',b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10154249722678445/?type=3,2016-10-18 13:02:11,0,368,1630
15087023444_10154216095368445,,b'Jordan',video,https://www.facebook.com/jumpman23/videos/1293346720717890/,2016-10-07 20:00:41,0,323,1
15087023444_10154114365703445,"b""From Compton's courts to the world stage. This is the story of the greatest athlete ever. #unlimitedgreatness Serena Williams""",b'Unlimited Greatness Ft. Serena Williams',video,https://www.facebook.com/nike/videos/10154114365703445/,2016-09-01 11:46:35,0,869,2901
15087023444_10154107088698445,"b'\xe2\x80\x9cThe only person that\xe2\x80\x99s going to have power over me, is me.\xe2\x80\x9d\n\nScout Bassett doesn\xe2\x80\x99t just push limits. She sets them. Find out how: gonike.me/justdoit #justdoit'",,video,https://www.facebook.com/nike/videos/10154107088698445/,2016-08-30 11:00:49,0,446,4232
15087023444_10154084316728445,"b""'The End' is just something they put on movies. #justdoit""",b'Nike: Unlimited Pursuit',video,https://www.facebook.com/nike/videos/10154084316728445/,2016-08-22 09:05:02,0,414,1824
15087023444_10154080895133445,b'Brilliant as individuals. Unstoppable as a nation. Unlimited Together. #justdoit',b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10154080895133445/?type=3,2016-08-20 18:12:36,0,319,550
15087023444_10154077156263445,b'\xe2\x80\x9cYou could do it. Anyone could do it.\xe2\x80\x9d\n\nFind out what it takes for Mo Farah to stay on top: gonike.me/justdoit #justdoit',b'Nike: Unlimited Mo',video,https://www.facebook.com/nike/videos/10154077156263445/,2016-08-19 13:17:28,0,166,428
15087023444_10154074452948445,b'\xe2\x80\x9cSuccess is failing over and over again without losing enthusiasm.\xe2\x80\x9d\n\nSee how Ashton Eaton motivates himself to push his limits every day: gonike.me/justdoit. #justdoit',b'Nike: Unlimited Ashton Eaton',video,https://www.facebook.com/nike/videos/10154074452948445/,2016-08-18 12:22:42,0,313,2049
15087023444_10154071785258445,b'Limits are only limits if you let them be. gonike.me/justdoit #justdoit',b'Nike: Unlimited Will',video,https://www.facebook.com/nike/videos/10154071785258445/,2016-08-17 14:03:54,0,635,6473
15087023444_10154065997573445,b'\xe2\x80\x9cFrom birth she was always so determined.\xe2\x80\x9d\nSee how Allyson Felix worked to become who she is today. gonike.me/justdoit #justdoit',b'Nike: Unlimited Allyson Felix',video,https://www.facebook.com/nike/videos/10154065997573445/,2016-08-15 14:13:44,0,126,357
15087023444_10154063072153445,b'Youth has no age limit. gonike.me/justdoit #justdoit',b'Nike: Unlimited Youth',video,https://www.facebook.com/nike/videos/10154063072153445/,2016-08-14 14:00:00,0,3422,94889
15087023444_10154059665668445,"b'""There\'s something more that I\'m chasing"". Shelly-Ann Fraser-Pryce.\n\nSee how Shelly-Ann\'s passion drives her quest for greatness. gonike.me/justdoit. #justdoit'",b'Nike: Unlimited Shelly-Ann Fraser-Pryce',video,https://www.facebook.com/nike/videos/10154059665668445/,2016-08-13 12:05:37,0,87,185
15087023444_10154058667513445,"b'\xe2\x80\x9cPressure could either burst pipes or create diamonds, and I had to make the choice which one I wanted to be.\xe2\x80\x9d \xe2\x80\x93 English Gardner #justdoit'",b'Nike: Unlimited English Gardner',video,https://www.facebook.com/nike/videos/10154058667513445/,2016-08-12 20:00:00,0,76,294
15087023444_10154055055703445,"b""\xe2\x80\x9cDon't forget to be the best, Simone.\xe2\x80\x9d\n\xe2\xa0\x80\nFind out how hard Simone Biles works to make her dreams a reality. http://gonike.me/justdoit  #justdoit""",b'Nike: Unlimited Simone Biles',video,https://www.facebook.com/nike/videos/10154055055703445/,2016-08-11 13:26:09,0,762,9078
15087023444_10154052026018445,b'Unlimited together. #justdoit',b'Nike: Unlimited Together',video,https://www.facebook.com/nike/videos/10154052026018445/,2016-08-10 11:32:16,0,1579,27094
15087023444_10154049552093445,"b'\xe2\x80\x9cI knew from the day I taught her to cartwheel, she was gonna be something.\xe2\x80\x9d\n\nSee the grace behind Gabby\xe2\x80\x99s greatness. gonike.me/justdoit #justdoit'",b'Nike: Unlimited Gabby Douglas',video,https://www.facebook.com/nike/videos/10154049552093445/,2016-08-09 12:42:21,0,75,288
15087023444_10154047267883445,b'Your limits are only defined by you. gonike.me/justdoit #justdoit',b'Nike: Unlimited Courage',video,https://www.facebook.com/nike/videos/10154047267883445/,2016-08-08 17:34:22,0,643,5151
15087023444_10154037538488445,b'Life isn\xe2\x80\x99t about finding your limits. It\xe2\x80\x99s about realizing you have none. Begin your story here: gonike.me/justdoit. #justdoit',b'Nike: Unlimited You',video,https://www.facebook.com/nike/videos/10154037538488445/,2016-08-04 22:06:34,0,1721,29529
15087023444_10154015698843445,"b'""The reason I started is because I love it."" \xe2\x80\x93 Rory McIlroy\nFirst on the course, last off it. This is Unlimited Rory. #justdoit\nNike.com/justdoit'",b'Unlimited Rory',video,https://www.facebook.com/nike/videos/10154015698843445/,2016-07-27 11:00:11,0,326,1572
15087023444_10154010629288445,"b""Champions aren't born. They're made. #justdoit\n\nBegin your story here: nike.com/justdoit""",b'Unlimited Future',video,https://www.facebook.com/nike/videos/10154010629288445/,2016-07-25 09:03:00,0,800,12618
15087023444_10153982952648445,"b'Who\xe2\x80\x99s the Kevin Hart to your Serena Williams?\nOur unlikely pair joined forces to create a powerful Nike Training  partner workout for the new Nike+ Training Club app. Tag your other half, hit the link and get to work: http://gonike.me/TheHartSerenaWorkout'",b'Hart + Serena',video,https://www.facebook.com/nike/videos/10153982952648445/,2016-07-16 12:01:15,0,227,267
15087023444_10153978169523445,"b'\xe2\x80\x9cWhen I see how dedicated she is, it humbles me.\xe2\x80\x9d\n\nFind out how hard Simone Biles works to make her dreams a reality: http://gonike.me/simone-biles #justdoit'",b'Unlimited Simone Biles',video,https://www.facebook.com/nike/videos/10153978169523445/,2016-07-12 14:38:31,0,318,5157
15087023444_10153973920303445,b'Stand as one. Play as one. Win as one. #justdoit',b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10153973920303445/?type=3,2016-07-10 16:38:14,0,215,857
15087023444_10153970398638445,b'\xe2\x80\x9cThere\xe2\x80\x99s no day that goes by that I feel like losing.\xe2\x80\x9d \xe2\x80\x93 Serena Williams\n \nWork ethic of an underdog. Willpower of a champion. This is Unlimited Serena. #justdoit',b'Unlimited Serena Williams',video,https://www.facebook.com/nike/videos/10153970398638445/,2016-07-09 09:49:54,0,1122,10098
15087023444_10153961460438445,b'\xe2\x80\x9cSomething that inspires me the most is people that do something that\xe2\x80\x99s never been done.\xe2\x80\x9d \xe2\x80\x93 Ashton Eaton\n\nFind out how Ashton pushes his body to the limits: http://gonike.me/Athletes_Ashton_Eaton #justdoit',b'Unlimited Ashton Eaton',video,https://www.facebook.com/nike/videos/10153961460438445/,2016-07-05 16:50:15,0,188,1674
15087023444_10153945336528445,"b'\xe2\x80\x9cWhat makes Allyson truly fearless: she\xe2\x80\x99s not afraid to lose. If you\xe2\x80\x99re not afraid of that, you go after everything. You look at whatever your wildest dream is.\xe2\x80\x9d\n\nFind out how Allyson Felix aims to rewrite the history books this summer: http://gonike.me/Athletes_Allyson_Felix #justdoit'",b'Unlimited Allyson Felix',video,https://www.facebook.com/nike/videos/10153945336528445/,2016-06-28 12:30:00,0,179,415
15087023444_10153926236213445,"b""\xe2\x80\x9cIf the world is coming, what do you do? You prepare.\xe2\x80\x9d \xe2\x80\x93 Shelly-Ann\nFraser-Pryce.\n \nFind out how Shelly-Ann's passion drives her quest for greatness: http://gonike.me/Athletes_Shelly-Ann #justdoit""",b'Unlimited Shelly-Ann Fraser-Pryce',video,https://www.facebook.com/nike/videos/10153926236213445/,2016-06-24 11:13:40,0,137,198
15087023444_10153924253703445,b'#AlwaysBelieve',b'#AlwaysBelieve',video,https://www.facebook.com/nike/videos/10153924253703445/,2016-06-19 21:38:51,0,1682,46782
15087023444_10153900091608445,b'One moment can change everything. #SparkBrilliance',b'The Switch featuring Cristiano Ronaldo',video,https://www.facebook.com/nike/videos/10153900091608445/,2016-06-09 11:25:35,0,1528,7367
15087023444_10153895992178445,b'\xe2\x80\x9cYou can always give it more than what you think you have.\xe2\x80\x9d \xe2\x80\x93 Mo Farah\n\nSee how the seven-time gold medalist reaches new heights: http://gonike.me/Athletes_Mo-farah #justdoit',b'Unlimited Mo',video,https://www.facebook.com/nike/videos/10153895992178445/,2016-06-07 20:37:56,0,198,423
15087023444_10153883671143445,"b'Brilliance collides. Introducing the new NJR x JORDAN collaboration, the first performance football collection to feature the Jumpman.'",b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10153883671143445/?type=3,2016-06-01 23:06:58,0,357,756
15087023444_10153777264608445,"b'In Kobe\xe2\x80\x99s last game, we\xe2\x80\x99re reminded to always love the hate. #Mambaday'",b'Mamba Day',video,https://www.facebook.com/nike/videos/10153777264608445/,2016-04-13 11:19:12,0,1835,12925
15087023444_10153762391323445,"b'A revolution in motion.\nThere are few things that can match the world\xe2\x80\x99s best move for move. With a revolutionary outsole which expands and contracts with your feet as you run and train, the #NikeFree family can. Get yours at Nike.com/free.'",b'Join the Free Revolution.',video,https://www.facebook.com/nike/videos/10153762391323445/,2016-04-07 13:43:31,0,848,3066
15087023444_10153652716248445,b'Running will never feel the same.\n\nFind the Nike LunarEpic Flyknit at www.nike.com/lunarepic. #LunarEpic',,video,https://www.facebook.com/nike/videos/10153652716248445/,2016-03-03 11:06:53,0,1213,1065
15087023444_10153651370683445,b'We don\xe2\x80\x99t need another running shoe.\n\nComing tomorrow to nike.com/lunarepic. #LunarEpic',,video,https://www.facebook.com/nike/videos/10153651370683445/,2016-03-02 15:00:00,0,384,176
15087023444_10153610956618445,,b'Nike Football',video,https://www.facebook.com/usnikefootball/videos/10156521947060721/,2016-02-11 13:40:02,0,2447,4
15087023444_10153605020493445,"b'All aboard! The SNKRS XPRESS has arrived in Toronto to bring the best of Nike Basketball, Jordan Brand and Nike Sportswear. \n\nNike.com/snkrsxpress'",,video,https://www.facebook.com/nike/videos/10153605020493445/,2016-02-08 16:02:56,0,844,1242
15087023444_10153577356673445,,b'NikeWomen',video,https://www.facebook.com/NikeWomenUK/videos/1063618693683912/,2016-01-25 15:21:02,0,664,1
15087023444_10153558791163445,,b'Kevin Hart',video,https://www.facebook.com/hartkevin/videos/10153369615117045/,2016-01-16 13:13:43,0,542,1
15087023444_10153540110973445,"b'Innovation can draw inspiration from any athlete. \n\nWhen Matthew Walzer, a teenager with cerebral palsy, wrote a letter outlining the challenges faced by athletes with limited use of their hands, Nike designer Tobie Hatfield came up with the groundbreaking FlyEase design. The technology debuts in the Lebron Soldier VIII for Young Athletes. gonike.me/LeBron_Kids_FLYEASE'",,video,https://www.facebook.com/nike/videos/10153540110973445/,2016-01-08 14:30:03,0,595,888
15087023444_10153514135138445,,b'Nike Basketball',video,https://www.facebook.com/nikebasketball/videos/10153350998681309/,2015-12-25 15:23:53,0,468,0
15087023444_10153408844503445,b'Roads are closed. School is cancelled. #getouthere\n\nGear up at Nike.com/getouthere',,video,https://www.facebook.com/nike/videos/10153408844503445/,2015-10-29 13:00:00,0,9076,130239
15087023444_10153401690573445,b'Van a jugar contra algo m\xc3\xa1s fuerte que ellos mismos.\n\nVan a jugar contra la presi\xc3\xb3n. \n\nVan a jugar el mejor partido de sus vidas.',,video,https://www.facebook.com/nike/videos/10153401690573445/,2015-10-24 09:00:01,0,683,2014
15087023444_10153397742848445,,"b""The Michael J. Fox Foundation for Parkinson's Research""",video,https://www.facebook.com/michaeljfoxfoundation/videos/10153692210818540/,2015-10-21 16:48:04,0,1391,15
15087023444_10153388348768445,,b'Nike Sportswear',video,https://www.facebook.com/nikesportswear.uk/videos/540455522771598/,2015-10-15 10:17:20,0,423,2
15087023444_10153354633563445,b'All you need to do is run. #justdoit\n\nNike.com/running',,video,https://www.facebook.com/nike/videos/10153354633563445/,2015-09-25 10:03:00,0,748,2130
15087023444_10153325700278445,,b'Nike Football',video,https://www.facebook.com/usnikefootball/videos/10156049596275721/,2015-09-12 10:38:47,0,477,2
15087023444_10153290429783445,"b""Nike Tech Pack presents the Fall '15 Nike Tech Fleece Collection.""",b'Nike Sportswear: Tech Pack Collection',link,http://nike.com/techpack,2015-08-27 09:02:19,0,656,471
15087023444_10153279867648445,,b'NikeCourt',photo,https://www.facebook.com/nikecourt/photos/a.10150154909290332.397933.10150107266525332/10155915246855332/?type=3,2015-08-21 18:30:34,0,267,1
15087023444_10153196470723445,b'You never know who will be short a guy.\n\nGear up to get ready at gonike.me/gear_up',b'Short A Guy',video,https://www.facebook.com/nike/videos/10153195155363445/,2015-07-15 12:30:18,0,2547,32642
15087023444_10153180616108445,"b""Meet TJ. The kid that's better than you on and off the field. \n\nThis is the season to change that: gonike.me/GEARUP  #takeonTJ""",b'Take on TJ',video,https://www.facebook.com/nike/videos/10153180616108445/,2015-07-07 13:52:21,0,1891,2826
15087023444_10153169032118445,b'Find Your Fast. #nikezoom\n\nNike.com/Zoom',b'Find Your Fast',video,https://www.facebook.com/nike/videos/10153169032118445/,2015-07-02 14:22:51,0,1939,3253
15087023444_10152993058603445,,b'Nike+ Run Club',photo,https://www.facebook.com/nikerunning/photos/a.73446537975.74592.65604112975/10153165601182976/?type=3,2015-04-19 20:47:33,0,1167,0
15087023444_10152959906768445,b'Don\xe2\x80\x99t just dream. #justdoit',b'Ripple',video,https://www.facebook.com/nike/videos/10152959906768445/,2015-04-05 16:29:01,0,4137,48332
15087023444_10152903497828445,,b'NikeWomen',video,https://www.facebook.com/nikewomen/videos/10153261755474683/,2015-03-12 12:02:51,0,1235,5
15087023444_10152836802173445,"b'Your favorite sneaker shop, in the palm of your hand. Introducing the Nike SNKRS app. Curate your custom feed, set release reminders and be the first to get the latest drop.'",b'Nike SNKRS app',link,http://www.nike.com/us/en_us/c/app/snkrs,2015-02-11 19:20:17,0,1167,365
15087023444_10152813408038445,,b'Nike Football',photo,https://www.facebook.com/usnikefootball/photos/a.341713795720.336852.57460905720/10155179446595721/?type=3,2015-02-01 22:11:31,0,1014,9
15087023444_10152806165258445,b'Neymar Jr. is never one to shy away from the spotlight. He turns every stadium into a stage. He attacks the defense with a style so fluid it\xe2\x80\x99s like water flowing between rocks. But he also shines off the pitch. The Hypervenom Liquid Diamond is inspired by both his brilliant play and bright personality. \n\n\xe2\x80\x9cI think they will stand out because of that bright and energetic feeling you get from these boots. I think they have captured my bold and cheerful nature.\xe2\x80\x9d \xe2\x80\x93 Neymar Jr.',b'Nike Hypervenom Liquid Diamond',link,http://www.nike.com/hypervenom,2015-01-29 18:01:39,0,942,1648
15087023444_10152764855828445,b'A girl\xe2\x80\x99s best friend. \n\nFind your flow with the Nike Legendary Lava Tight and the rest of the tights collection from Nike Women.',"b""Nike Women's Tight Collection""",link,http://www.nike.com/us/en_us/c/women/tights-guide,2015-01-08 14:07:21,0,696,390
15087023444_10152671152143445,"b'More history to be made. \n\nAlabama Football, Oregon Football, Florida State Seminoles Football and Ohio State Buckeyes will wear Nike Mach Speed uniforms in their quest to win the first ever College Football Playoff. The uniforms feature a fractal diamond-color swoosh, Nike Vapor Knit gloves and Nike Vapor Untouchable cleats. \n\nExplore the whole Diamond Quest Collection at http://gonike.me/CFP'",b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10152671150838445/?type=3,2014-12-09 19:41:51,0,759,475
15087023444_10152636603868445,"b""Since 2004, the Nike Doernbecher Freestyle program has raised nearly $8 million for OHSU's Doernbecher Children's Hospital. \n\nMeet the six young designers and check out this year's collection: gonike.me/doernbecher""",b'Nike Doernbecher Freestyle 2014 Collection',photo,https://www.facebook.com/nike/photos/a.10152636589593445.1073741829.15087023444/10152636589758445/?type=3,2014-11-22 20:21:02,0,723,559
15087023444_10152619469543445,"b'Don\xe2\x80\x99t let long nights stop you from long runs. \r\n\r\nBe seen and stay dry all winter long with the Nike Shield Flash Max Jacket, featuring 360 degrees of reflectivity and breathable, lightweight Storm-FIT 5 water-resistant fabric.'",b'Introducing Nike Flash',link,http://www.nike.com/us/en_us/c/running/flash,2014-11-13 19:18:41,0,414,140
15087023444_10152601956728445,"b'Be a pioneer on the pavement. \r\n\r\nWe\xe2\x80\x99ve teamed up with Pendleton Woolen Mills, an Oregon original, legendary for their hand-crafted goods, so you can make your original with Pendleton X NIKEiD. Put your own spin on modern classics by choosing from 8 Pendleton fabrics, 10 leathers and a number of color details.'",b'PENDLETON x NIKEiD',link,http://swoo.sh/1shpYun,2014-11-05 17:38:10,0,615,738
15087023444_10152590113098445,b'Bigger than basketball. #justdoit',b'Together | LeBron James',video,https://www.facebook.com/nike/videos/10152590113098445/,2014-10-30 19:07:40,0,817,3011
15087023444_10152572905648445,b'Just Do It.\n#nikewomen',b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10152572904848445/?type=3,2014-10-22 07:04:20,0,571,778
15087023444_10152571684438445,"b'The elements are no longer an excuse. #justdoit\r\n\r\nDriven from insights and engineered to the exact specifications of championship athletes in the Nike Sports Research Lab, The Hyperwarm Collection eliminates distractions from the cold, so you can train as long and as hard as you want. Don\xe2\x80\x99t let the weather get in your way.'",b'Nike Hyperwarm',link,http://www.nike.com/hyperwarm,2014-10-21 14:11:42,0,320,314
15087023444_10152569341458445,,b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10152569341388445/?type=3,2014-10-20 09:00:08,0,406,1108
15087023444_10152547233948445,,b'Nike Soccer',photo,https://www.facebook.com/nikesoccer/photos/a.122130841322273.1073741825.120666031468754/316889588513063/?type=3,2014-10-10 17:51:27,0,409,45
15087023444_10152534383938445,"b'Be warm. Be Dry. Be Seen.\n\nLegendary meets necessary. Each SneakerBoot is engineered to protect you from the elements while keeping you warm, dry, and visible.\n\nIntroducing the 2014 SneakerBoot collection from Nike Sportswear.'",b'2014 Nike SneakerBoot Collection',link,http://www.nike.com/sportswear,2014-10-06 12:54:24,0,455,751
15087023444_10152490055248445,"b""When you're expected to have a big night every night, no detail is too small. \n\nThe LEBRON 12, engineered to the exact specifications of LeBron James.""",b'Introducing the LEBRON 12',link,http://www.nike.com/lebron,2014-09-16 18:41:33,0,900,1137
15087023444_10152431734388445,"b'Thanks to the nomination from Tiger Woods, our co-founder and Chairman Phil Knight has taken the #ALSIceBucketChallenge.\n\nJoin Phil in supporting the fight against ALS here: http://www.alsa.org/donate/\n\n#justdoit'",,video,https://www.facebook.com/nike/videos/10152431734388445/,2014-08-25 18:37:11,0,759,919
15087023444_10152419683458445,b'Engineered to the exact specifications of championship athletes. Check out the fall Tech Pack collection here:',b'Nike Tech Pack',link,http://www.nike.com/us/en_us/c/sportswear/tech-pack,2014-08-21 18:40:33,0,487,398
15087023444_10152405262698445,"b'Engineered to the exact specifications of championship athletes, Tech Pack brings you lightweight warmth without the weight. \n\nExclusively available August 21 at http://nike.com/sportswear:'",,video,https://www.facebook.com/nike/videos/10152405262698445/,2014-08-14 18:02:27,0,451,1051
15087023444_10152397042633445,,b'Nike Golf',photo,https://www.facebook.com/nikegolf/photos/a.101744243257.91840.96946928257/10152619156553258/?type=3,2014-08-10 19:52:13,0,345,83
15087023444_10152264145483445,,b'Nike Football',video,https://www.facebook.com/nikefootball/videos/10152903645448079/,2014-06-09 11:05:28,0,2520,6286
15087023444_10152165390793445,"b""Playing it safe isn't playing at all. #riskeverything""",b'Nike Football: Winner Stays',video,https://www.facebook.com/nike/videos/10152165390793445/,2014-04-25 10:04:03,0,7429,54077
15087023444_10152157534783445,,b'Nike+ Run Club',photo,https://www.facebook.com/nikerunning/photos/a.73446537975.74592.65604112975/10152298760107976/?type=3,2014-04-21 19:41:33,0,480,79
15087023444_10152134860623445,"b'This is where we started. Now, start earning your way here.\n\nPledge your Nike+ activity for a chance to experience the Pre Classic, and our history, in person. www.gonike.me/Pre'",b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10152134860498445/?type=3,2014-04-11 11:00:04,0,545,340
15087023444_10152131492108445,,b'Nike Golf',photo,https://www.facebook.com/nikegolf/photos/a.101744243257.91840.96946928257/10152332553893258/?type=3,2014-04-09 18:56:03,0,232,33
15087023444_10152119546088445,b'You were made to move. Now move the way you were meant to. #justdoit\n\nThe newest members of the Nike Free family have arrived: www.gonike.me/Free',b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10152119545928445/?type=3,2014-04-03 11:00:12,0,525,341
15087023444_10152080270973445,"b""10 years of Nike Free have gone by fast. Here's to the next 10 going by faster. #justdoit\n\nCheck out the newest members of the #NikeFree family on www.gonike.me/Free""",b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10152080270923445/?type=3,2014-03-13 11:35:29,0,1357,382
15087023444_10151972625933445,"b'Kobe Bryant, Ashton Eaton, Richard Sherman, Allyson Felix, and Mo Farah push it in Nike Flyknit. Learn more about the lighter and stronger Nike Flyknit Lunar2, the Kobe 9 Elite, and the rest of the Flyknit family at www.nike.com/flyknit.'",b'Light. Strong. Nike Flyknit',video,https://www.facebook.com/nike/videos/10151970888253445/,2014-01-19 11:00:01,0,2059,4818
15087023444_10151793210423445,b'Sometimes a team inspires a city.\r\nSometimes a city inspires a team.\r\n#justdoit',b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10151793210388445/?type=3,2013-10-30 23:33:45,0,1308,1365
15087023444_10151685869308445,"b'If you come up short, come back stronger. #justdoit'",b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10151685869248445/?type=3,2013-09-08 21:15:52,0,510,784
15087023444_10151666638803445,b'Nike Tech Pack. Uniquely crafted for warmth without weight. Engineered to the exact specifications of championship athletes.\n\nCheck out the entire Nike Tech Pack collection in our online shop: http://swoo.sh/17lykb4\n\n#techpack',b'Nike Tech Pack: Innovation for Life',photo,https://www.facebook.com/nike/photos/a.10151666622313445.1073741827.15087023444/10151666622373445/?type=3,2013-08-29 17:40:36,0,578,501
15087023444_10151651895038445,"b'If you can get up at 7, get up at 6:30. Get up at 6. 5:30. 5. Train while they sleep. #justdoit'",b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10151651894933445/?type=3,2013-08-22 10:51:17,0,566,2623
15087023444_10151542828091650,b'What are you doing today to beat yesterday?\n#justdoit',b'Just Do It.',video,https://www.facebook.com/nike/videos/10151542828091650/,2013-08-21 16:08:53,0,2671,33209
15087023444_10151611548063445,b'Looks good. Fits better. \nhttp://nike.com/freeflyknit',"b""Nike's cover photo""",photo,https://www.facebook.com/nike/photos/a.10150558176313445.388217.15087023444/10151611548003445/?type=3,2013-08-02 11:14:35,0,853,1064
15087023444_10151610308323445,b'Fit in. Stand out.\n\nThe revolutionary #FreeFlyknit features a second-skin fit that holds you down so you can fly. \nGet yours: www.gonike.me/6017ZSg5',b'Timeline Photos',photo,https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10151610308233445/?type=3,2013-08-01 16:55:15,0,1990,7500
